Filename,In,Out,Duration,Text,Title,Name,Classification
20200330NBC_1264652,02:24.2,02:36.7,00:12.5,"'Also, raising the alarm in Louisiana, the governor says the health care system is at the brink of being overwhelmed in just days. Michigan also in crisis. Morgan Radford is in Hard-Hit. Detroit.",Narrator,,
20200330NBC_1264652,02:37.0,02:50.1,00:13.1,"It's hospitals like these that are now bracing to battle these new hotspots. And they're not the only FIRStrillionESPONDERS taking a hit. The chief of police here in Detroit has tested positive for coronavirus, and more than 500 officers have been quarantined.",Journalist 3,Morgan Radford,
20200330NBC_1264652,02:50.5,03:01.5,00:11.0,"With the president extending guidelines for all Americans to keep their social distance for another four weeks. Some states, like Florida, have not issued stay at home mandates.",Narrator,,
20200330NBC_1264652,03:01.7,03:05.2,00:03.5,"We believe in lay hands on the sick, and they come.",Pastor,Rodney Howard Brown,
20200330NBC_1264652,03:05.5,03:14.3,00:08.8,After two large Sunday services at the River Church in Tampa. The county sheriff issued an arrest warrant today for Pastor Rodney Howard Brown.,Narrator,,
20200330NBC_1264652,03:14.7,03:22.1,00:07.3,His reckless disregard for human life put hundreds of people in his congregation at risk.,Government official,,
20200330NBC_1264652,03:22.2,03:26.1,00:03.9,"Sam Brock is in Miami, where the city is under a curfew.",Narrator,,
20200330NBC_1264652,03:26.4,03:39.1,00:12.7,"'Got police officers out in full effect, trying to educate people on staying inside of their homes. Checkpoints throughout the state of Florida at this hour, trying to prevent people from New York and the Tri-State area from coming in without self-quarantining once they get here.",Journalist 4,Sam Brock,
20200330NBC_1264652,03:39.4,03:56.7,00:17.3,"With more than 30 states issuing stay at home orders for all of its residents, the governor of Arizona today joined the national push to restrict crowds from gathering in public. But Doug Ducey still considers hair salons and golf clubs as exempt, calling them essential services.",Narrator,,
20200330NBC_1264652,03:56.8,04:05.0,00:08.2,"I mean, there's no easier place to be physically distance away from someone than, you know, out on a large golf course.",Government official,Arizona Governor Doug Ducey,
20200330NBC_1264652,04:05.2,04:15.8,00:10.5,"With the national death toll expected to rapidly escalate in the coming weeks. Tonight, officials warn no state and no community is immune from the virus.",Narrator,,
20200330NBC_1264652,04:17.5,04:40.5,00:23.0,"While top doctors at the white House maintain it's going to get worse before it gets better. In states like Washington, where the number of new infections appears to be slowing. Social distancing may be working. As a matter of fact, the president just said social distancing will save more than 1 million lives. In Lester, it bears reminding the vast majority of Americans who catch the virus only have mild symptoms. Lester.",Miguel Almaguer,,
20200330NBC_1264652,04:41.2,04:56.9,00:15.7,"Always important to point out, Miguel. Thank you. And here in New York, the state's death toll rose above 1000 today. The governor here now saying this is a war. As much needed reinforcements arrived. Gabe Gutierrez has late details from the current U.S. epicenter.",Journalist 1,Lester Holt,
20200330NBC_1264652,04:58.0,05:12.8,00:14.8,"The site was monumental. The Statue of Liberty, greeting the USNS comfort as a waiting crowd failed to social distance. The Naval Hospital ship docked in New York Harbor to provide much needed relief to those on the front lines.",Narrator,,
20200330NBC_1264652,05:13.0,05:18.0,00:05.1,Everyone describes all the critical care units as war zones. Because that's what it looks like.,Individual 4,,
20200330NBC_1264652,05:18.1,05:19.0,00:00.9,The race to fight.,Narrator,,
